Community,Facility Name,Inspection Outcome,Last Inspection Date,Site Address
Lindsay,SWEET KITCHEN,,,15 COTTINGHAM CRES LINDSAY ON K9V 1T9
Mariposa Township,SWEET LAVENDER PASTRIES,,,170 WASHBURN ISLAND RD LITTLE BRITAIN ON K0M 2C0
Warkworth,SWEETIES CREATIONS,,19-Nov-2020,9-27 MAIN ST WARKWORTH ON
Cobourg,SWISS CHALET,,19-Feb-2020,70 STRATHY RD COBOURG ON K9A 5J7
Emily,SYBIL'S,,15-Jul-2020,626 EMILY PARK RD OMEMEE ON K0M 2W0
Lindsay,SYMPOSIUM CAFE,,26-Nov-2020,9-449 KENT ST LINDSAY ON K9V 2Y4
Roseneath,TANYA'S TALKOS,,08-Jun-2020,7214 COUNTY RD 18 ROSENEATH ON K0K 2X0
Cobourg,TAPS & CORKS ON KING,,26-Feb-2020,70 KING ST W COBOURG ON K9H 2M3
Lindsay,TASTEE SHACK,,20-Jan-2021,18 KING ST W LINDSAY ON K9V 5C1
Lindsay,TERIYAKI TOWN,,,370 KENT ST W LINDSAY ON K9V 6G8
Cobourg,TERRY FOX PUBLIC SCHOOL,,,1065 RIDDELL AVE COBOURG ON K9A 5N4
Lindsay,TERRY'S FISH & CHIPS,,,16 VICTORIA AVE S LINDSAY ON K9V 3C7
Fenelon Falls Village,TEXAS BURGER,,10-Jul-2020,8 LINDSAY ST FENELON FALLS ON K0M 1N0
Lindsay,THAI BY JOE,,29-Dec-2020,28 KENT ST W LINDSAY ON K9V 2Y1
Campbellford,THAT LITTLE PUB,,30-Jul-2020,26 BRIDGE ST W CAMPBELLFORD ON K0L 1L0
Fenelon Falls Village,THAT PLACE ON CAMERON,,22-Oct-2020,16 ORIOLE DR FENELON FALLS ON K0M 1N0
Port Hope Municipality,THE ICE CREAM CARAVAN,,16-Jun-2020,10 ROBERTSON ST PORT HOPE ON L1A 1E9
Bobcaygeon Village,THE ITALIAN HOT TABLE,,,74 BOLTON ST BOBCAYGEON ON K0M 1A0
Bewdley,THE LAKEVIEW,,24-Feb-2020,5074 RICE LAKE DR N BEWDLEY ON K0L 1E0
Lindsay,THE SALVATION ARMY,,05-May-2020,30 PEEL ST LINDSAY ON K9V 3L8
West Guilford,THE SAUCEY PIG,,28-Aug-2020,1076 WILKINSON RD DYSART ET AL ON K0M 1S0
Port Hope Municipality,"THIRSTY GOOSE, THE",,10-Aug-2020,63 WALTON ST PORT HOPE ON L1A 1N2
Port Hope Municipality,"THIRSTY GOOSE, THE",,,63 WALTON ST PORT HOPE ON L1A 1N2
Coboconk,TIM HORTONS,,,6720 HWY 35 COBOCONK ON K0M 1K0
Lindsay,TIM HORTONS,,,93 LINDSAY ST S LINDSAY ON K9V 2W5
Minden,TIM HORTONS,,28-Feb-2020,12597 HWY 35 MINDEN ON K0M 2K0
Ops Township,TIM HORTONS,,,2934 HWY 35 S LINDSAY ON K9V 4R4
Port Hope Municipality,TIM HORTONS,,,159 PETER ST PORT HOPE ON L1A 1C7
Lindsay,TIM HORTONS,,03-Feb-2021,191 KENT ST W LINDSAY ON K9V 2Y7
Lindsay,TIM HORTONS,,27-Feb-2020,329 KENT ST W LINDSAY ON K9V 2Y7
Port Hope Municipality,TIM HORTONS,,05-Mar-2020,181 TORONTO RD PORT HOPE ON L1A 3V5
Cobourg,TIM HORTONS,,09-Mar-2020,749 WILLIAM ST COBOURG ON K9A 3A7
Lindsay,TIM HORTONS,,,85 MOUNT HOPE ST LINDSAY ON K9V 5J1
Campbellford,TIM HORTONS,,07-Dec-2020,148 GRAND RD CAMPBELLFORD ON K0L 1L0
Port Hope Municipality,TIM HORTONS,,,369 ONTARIO ST PORT HOPE ON L1A 2W4
Colborne,TIM HORTONS,,,289 BIG APPLE DR COLBORNE ON K0K 1H0
Lindsay,TIM HORTONS,,,370 KENT ST W LINDSAY ON K9V 2Z7
Bobcaygeon Village,TIM HORTONS,,,101 EAST ST S BOBCAYGEON ON K0M 1A0
Brighton,TIM HORTONS - BRIGHTON,,,153 ELIZABETH ST BRIGHTON ON K0K 1H0
Cobourg,TIM HORTONS - COBOURG EAST,,,970 DIVISION ST COBOURG ON K9A 5J5
Cobourg,TIM HORTONS - COBOURG WEST,,,1125 ELGIN ST W COBOURG ON K9A 5T9
Port Hope Municipality,TIM HORTONS - COUNTY RD 28,,06-Mar-2020,2211 CTY RD 28 PORT HOPE ON L1A 3W4
Cobourg,TIM HORTONS - DONUTS (WESTSIDE),,,1011 DIVISION ST COBOURG ON K9A 4J9
Fenelon Falls Village,TIM HORTONS - FENELON,,09-Dec-2020,23 LINDSAY ST FENELON FALLS ON K0M 1N0
Dysart Township,TIM HORTONS - HALIBURTON,,27-Apr-2020,5003 CTY RD 21 HALIBURTON ON K0M 1S0
Port Hope Municipality,TIM HORTONS - TIM HORTONS,,08-Oct-2020,845 HWY 401 E PORT HOPE ON L1A 3W3
Brighton,TIMBER RIDGE GOLF COURSE,,,19 TIMBER RIDGE DR BRIGHTON ON K0K 1H0
Brighton,TIMBERHOUSE,,04-Jun-2020,116 CEDARDALE RD PO BOX 903 BRIGHTON ON K0K 1H0
Cobourg,TINA'S FRIES & MORE,,25-Mar-2020,500 DIVISION ST COBOURG ON K9A 3S4
Cobourg,TNS HEALTH FOOD,,,955 ELGIN ST W 1 COBOURG ON K9A 5J3
Dysart Township,TODDS INDEPENDENT,,,5121 CTY RD 21 HALIBURTON ON K0M 1S0
Port Hope Municipality,TOE BEANS CAT CAFE,,,119 PETER ST PORT HOPE ON L1A 1C5
Lindsay,TOM RAWLINGS MOBILE FOOD TRUCK,,,55 ANGELINE ST N LINDSAY ON K9V 5B7
Mariposa Township,TOMMY'S COUNTRY DINER,,07-Jan-2021,10357 SIMCOE ST LITTLE BRITAIN ON K0M 2C0
Cramahe Township,TOMS CHIPS,,,109 KING ST E COLBORNE ON K0K 1S0
Cramahe Township,TOM'S CHIPS,,,109 KING ST E COLBORNE ON K0K 1S0
Lindsay,TOMS VARIETY STORE,,,370 KENT ST W LINDSAY ON K9V 6G8
Lindsay,TONY'S BEST PIZZA AND WINGS,,12-Feb-2021,24 LINDSAY ST S LINDSAY ON K9V 2L8
Lindsay,TOT SPOT HERITAGE PRE-SCHOOL,,22-Jul-2020,159 COLBORNE ST W LINDSAY ON K9V 5Z8
Bewdley,TOWER MANOR LODGE - CONVENIENCE STORE,,,5194 TOWER MANOR DR BEWDLEY ON K0L 1E0
Port Hope Municipality,TOWER OF PORT HOPE,,02-Mar-2020,164 PETER ST PORT HOPE ON L1A 1C6
Port Hope Municipality,TOWN PARK RECREATION CENTRE,,,62 MCCAUL ST PORT HOPE ON L1A 3V9
Sherborne Township,TRADING BAY DINING INCORPORATED,,,1089 MAIN ST DORSET ON P0A 1E0
Gore’s Landing,TRAFALGAR RESIDENCE,,22-Jun-2020,5316 RICE LAKE SCENIC DR GORES LANDING ON K0K 2E0
Laxton,TRAILER PARK ON THE BAY,,,7322 HWY 35 COBOCONK ON K0M 1K0
Port Hope Municipality,TRATTORIA GUSTO,,21-Jul-2020,1 WALTON ST PORT HOPE ON L1A 1M8
Carden Township,TRAYLOR MADE FRIES,,14-May-2020,1720 KIRKFIELD RD KIRKFIELD ON K0M 2B0
Cameron,TREASURE ISLAND SNACK BAR,,28-Sep-2020,3900 HWY 35 N CAMERON ON
Fenelon Township,TREASURES ON 35,,,3921 HWY 35 ON
Brighton,TRENT HILLS RESTAURANT,,,513 GRAND RD CAMPBELLFORD ON K0L 1L0
Havelock Township,TRENT RIVER PARADISE ESCAPE,,03-Jun-2020,206 DUNFORDS LN TRENT RIVER ON K0L 1Z0
Havelock Township,TRENT RIVER PARADISE ESCAPE - CONVENIENCE STORE,,,206 DUNFORDS LN TRENT RIVER ON K0L 1Z0
Campbellford,TRENT VALLEY LANES,,,63 FRONT ST N CAMPBELLFORD ON K0L 1L0
Port Hope Municipality,TRINITY COLLEGE SCHOOL,,01-Apr-2020,55 DEBLAQUIRE ST W PORT HOPE ON L1A 4K7
Port Hope Municipality,TURTLE JOHN'S PUB AND RESTAURANT,,13-Aug-2020,64 JOHN ST PORT HOPE ON L1A 2Z3
Hastings Village,TWIN CEDARS RESORT,,04-Aug-2020,32 SANDY BAY RD HASTINGS ON K0L 1Y0
Oakwood,TWIST ON 46 (FOOD TRUCK),,31-Aug-2020,311 HWY 7 OAKWOOD ON K0M 2M0
Port Hope Municipality,U92 SPICE HOUSE AND TAKE AWAY,,09-Jun-2020,49 MILL ST S PORT HOPE ON L1A 3V6
Fenelon Township,ULTRAMAR,,15-May-2020,798 CTY RD 121 FENELON FALLS ON K0M 1N0
Ops Township,ULTRAMAR,,,3342 HWY 35 N LINDSAY ON K9V 4R1
Hastings Village,ULTRAMAR - HASTINGS FOOD MART - HASTINGS FOOD MART,,,94 BRIDGE ST HASTINGS ON K0L 1Y0
Fenelon Falls Village,ULTRAMAR GAS STATION,,,157 LINDSAY ST FENELON FALLS ON K0M 1N0
Ops Township,ULTRAMAR GAS STATION,,,306 HWY 36 LINDSAY ON K9V 4R6
Minden,UP RIVER TRADING COMPANY LIMITED,,16-Mar-2020,106 BOBCAYGEON RD MINDEN ON K0M 2K0
Dysart Township,UP RIVER TRADING COMPANY LIMITED,,23-Jun-2020,211 HIGHLAND ST HALIBURTON ON K0M 1S0
Campbellford,UPI ENERGY,,,168 GRAND RD CAMPBELLFORD ON K0L 1L0
Cobourg,UPPER CANADA AXE THROWING,,18-Feb-2020,3-8 Strathy Rd Cobourg Ontario K9A 5J7
Port Hope Municipality,UPTOWN VARIETY,,,266 RIDOUT ST PORT HOPE ON L1A 1P5
Little Britain,VALENTIA GENERAL STORE,,,100 ELM TREE RD LITTLE BRITAIN ON K0M 2C0
Minden,VAL'S SOUL FOOD,,30-Jul-2020,6254 COUNTY RD 121 MINDEN ON K0M 2K0
Minden,VALU-MART,,16-Sep-2020,12646 HWY 35 MINDEN ON K0M 2K0
Hastings Village,VALU-MART,,27-May-2020,52 BRIDGE ST N HASTINGS ON K0L 1Y0
Cobourg,VERNONVILLE STORE,,,2577 SHELTER VALLEY RD. GRAFTON ON
Lindsay,VICTORIA MANOR,,16-Apr-2020,220 ANGELINE ST S LINDSAY ON K9V 0J8
Cobourg,VICTORIA PARK CHILD CARE,,,172 QUEEN ST E COBOURG ON K9A 5T8
Cobourg,VICTORIA PASTRY (VERY VICTORIA'S),,30-Apr-2020,4301 CTY RD 45 COBOURG ON K9A 4J9
Cobourg,VICTORIA PLACE GEN STORE,,,975 ELGIN ST W COBOURG ON K9A 5J4
Cobourg,VICTORIA RETIREMENT LIVING,,,100 UNIVERSITY AVE E COBOURG ON K9A 1C8
Warkworth,VILLA CONTI OAK HEIGHTS WINERY,,31-Aug-2020,337 COVERT HILL S WARKWORTH ON K0K 3K0
Bobcaygeon Village,VILLAGE GATE VARIETY,,,101 EAST ST S BOBCAYGEON ON K0M 1A0
Warkworth,"VILLAGE PANTRY, THE",,03-Mar-2020,27 MAIN ST WARKWORTH ON K0K 3K0
Port Hope Municipality,VILLAGE VARIETY,,,4572 COUNTY RD 2 PORT HOPE ON L1A 3V5
Hamilton Township,VINTAGE PIZZA PIE,,,3421 CROSSEN RD COBOURG ON K9A 4J9
Colborne,VITO'S - COLBORNE,,,48 KING ST COLBORNE ON K0K 1S0
Brighton,VITO'S PIZZERIA,,23-Apr-2020,"36 PRINCE EDWARD ST, BOX 1690 BRIGHTON ON K0K 1H0"
Cobourg,WAL-MART,,01-Sep-2020,73 STRATHY RD COBOURG ON K9A 5J7
Lindsay,"WAREHOUSE YOUTH CENTRE, THE",,26-Feb-2020,107 LINDSAY ST S LINDSAY ON K9V 2M5
Warkworth,WARKWORTH ARENA & COMMUNITY CENTRE,,,24 EAST ST WARKWORTH ON K0K 3K0
Warkworth,WARKWORTH ARENA & COMMUNITY CENTRE,,,24 EAST ST WARKWORTH ON K0K 3K0
Warkworth,WARKWORTH GOLF & COUNTRY CLUB,,,14267A CTY RD 29 WARKWORTH ON K0K 3K0
Warkworth,WARKWORTH PLACE,,,97 MILL ST WARKWORTH ON K0K 3K0
Warkworth,WARKWORTH TOWN HALL,,,40 MAIN ST WARKWORTH ON K0K 3K0
Cobourg,WARRIORS AXE THROWING INC,,,204-884 DIVISION ST COBOURG ON
Baltimore,WATCH ME GROW DAYCARE,,04-Mar-2020,4581 HWY 45 BALTIMORE ON K0K 1C0
Hastings Village,WATER LILY,,,8 BRIDGE ST HASTINGS ON K0L 1Y0
Omemee Village,WE ARE SIMPLE CATERING SERVICES,,,433 BEAVER RD OMEMEE ON K0L 2W0
Dysart Township,WEE CARE AFTER SCHOOL DAY CARE,,,1020 GRASS LAKE RD HALIBURTON ON K0M 1S0
Brighton Township,WEE WATCH HOME CARE - AMIE COOPER,,,234 BROOKS CRES BRIGHTON ON K0K 1H0
Colborne,WEE WATCH HOME CARE - CHRISTINE WALLACE,,24-Jul-2020,18 THORNLEA RD COLBORNE ON K0K 1S0
Bobcaygeon Village,WEE WATCH HOME CARE - EMILY VELLA,,28-May-2020,"1934 KAWARTHA LAKES COUNTY RD 8 BOBCAYGEON, ON K0M 1A0"
Port Hope Municipality,WEE WATCH HOME CARE - JACLYN BASKEY,,11-May-2020,342 CAVAN ST PORT HOPE ON L1A 3C5
Lindsay,WEE WATCH HOME CARE - JENNIFER-MAY BEDFORD MCPHAIL,,19-May-2020,310 VICTORIA AVE N LINDSAY
Lindsay,WEE WATCH HOME CARE - KAREN WHITE-EARL,,,162 ELGIN ST LINDSAY ON K9V 6B3
Lindsay,WEE WATCH HOME CARE - MELANIE FLUDE,,,37 SINCLAIR ST LINDSAY ON K9V 5L6
Brighton Township,WEE WATCH HOME CARE - MELISSA SIMPSON,,17-Dec-2020,33 CHAPEL ST BRIGHTON ON K0K 0C1
Cobourg,WEE WATCH HOME CARE - NATHALIE LAINESSE,,07-May-2020,89 CHIPPING PARK BLVD COBOURG ON K9A 5H4
Cobourg,WEE WATCH HOME CARE - REBECCA BUCKLEY,,27-Mar-2020,58-199 SUTHERLAND CRES COBOURG ON K9A 5L9
Lindsay,WEE WATCH HOME CARE - SARAH-JAYNES,,,41 CAROLINE ST LINDSAY ON K9V 1T2
Lindsay,WEE WATCH HOME CARE - SHERRI MCPHERSON,,,174 ORCHARD PARK RD LINDSAY ON K9V 6A8
Cobourg,WENDY'S,,17-Apr-2020,801 WILLIAM ST COBOURG ON K9A 3A8
Lindsay,WENDY'S,,29-Dec-2020,329 KENT ST W LINDSAY ON K9V 2Y7
Guilford Township,WEST G PIZZA,,30-Dec-2020,1008 ST ANDREW'S DR W GUILFORD ON K0M 1S0
Guilford Township,WEST GUILFORD RECREATION CENTRE,,,1061 KENNISIS LAKE RD WEST GUILFORD ON K0M 1S0
Guilford Township,WEST GUILFORD SHOPPING CENTRE,,,1116 KENNISIS LAKE RD WEST GUILFORD ON K0M 2S0
Guilford Township,WEST GUILFORD SNACK BAR,,19-Aug-2020,1119 KENNISIS LAKE RD WEST GUILFORD ON K0M 1S0
Cobourg,WEST NORTHUMBERLAND CURLING CLUB,,,206 FURNACE ST COBOURG ON K9A 2J1
Bolsover,WESTERN TRENT GOLF CLUB,,,156 BOLSOVER RD BOLSOVER ON K0M 1B0
Cobourg,WESTWOOD CONVENIENCE,,,365 WESTWOOD DR COBOURG ON K9A 4M5
Bobcaygeon Village,WHEATSHEAF CAFE,,,79 BOLTON ST BOBCAYGEON ON K0M 1A0
Grafton,WHISPERING SPRINGS,,13-Aug-2020,141 MERCER LANE GRAFTON ON K0K 2GO
Brighton,WHISTLING DUCK,,,75 HARBOUR ST BRIGHTON ON K0K 1H0
Port Hope Municipality,WHITEFIELD FARM BAKERY,,02-Feb-2021,5415 GLENVALLEY RD PORT HOPE ON L1A 3V7
Ops Township,WHITETAIL GOLF COURSE,,,935 ELM TREE RD LITTLE BRITAIN ON K0M 2C0
Lindsay,WHOLESALE CLUB - CASH & CARRY,,,55 ANGELINE ST N LINDSAY ON K9V 5B7
Dysart Township,WIENER WAGON,,20-May-2020,1047 WONDERLAND RD HALIBURTON ON K0M 1S0
Wilberforce,WILBERFORCE CURLING CLUB,,,LOOP RD WILBERFORCE ON K0L 3C0
Wilberforce,WILBERFORCE ELEMENTARY SCHOOL,,,1011 SCHOOL RD WILBERFORCE ON K0L 3C0
Wilberforce,WILBERFORCE FOODLAND,,25-Mar-2020,2763 ESSONVILLE LINE WILBERFORCE ON K0L 3C0
Lindsay,WILD WING,,15-Jan-2021,6-370 KENT ST W LINDSAY ON K9V 6G8
Woodville,WILKIE'S SNACK BAR,,30-Oct-2020,105 UNION ST WOODVILLE ON
Cobourg,WILLIAM ACADEMY,,16-Mar-2020,135 KING ST W COBOURG ON K9A 2M7
Lindsay,WILLIAM PLACE RETIREMENT RESIDENCE,,13-Jan-2021,140 WILLIAM ST N LINDSAY ON K9V 5R4
Cobourg,WILLIAM STREET BEER CO,,,975 ELGIN ST W COBOURG ON K9A 5J3
Cobourg,WIMPY'S DINER - COBOURG,,21-Apr-2020,1001 DIVISION ST COBOURG ON K9A 5J5
Port Hope Municipality,WIMPY'S DINER - PORT HOPE,,04-Jun-2020,68 WELLINGTON ST PORT HOPE ON L1A 4H7
Dysart Township,WIN YEUNG CHINESE RESTAURANT,,20-Nov-2020,37 MAPLE AVE HALIBURTON ON K0M 1S0
Campbellford,WINDSWEPT CATERING,,,60 GRAND RD CAMPBELLFORD ON K0L 1L0
Omemee Village,WING HOUSE,,21-Oct-2020,17 KING ST E OMEMEE Ontario K0L 2W0
Cobourg,"WING HOUSE, THE",,20-Apr-2020,4-365 WESTWOOD DR COBOURG ON K9A 4M5
Port Hope Municipality,WING QING BUFFET,,,53 PETER ST PORT HOPE ON L1A 1C2
Cobourg,WING WAGON,,13-Mar-2020,730 SPRAGGE CRES COBOURG ON K9A 2T5
Snowdon,WINTERGREEN MAPLE PRODUCTS,,26-Feb-2020,3325 GELERT RD MINDEN ON K0M 2K0
Cobourg,WOK AND ROLL,,27-Oct-2020,900 DIVISION ST COBOURG ON K9A 5V2
Janetville,WOLF RUN GOLF COURSE,,,51 GOLF COURSE RD JANETVILLE ON L0B 1K0
Lindsay,WOMEN'S RESOURCES,,,22 RUSSELL ST E LINDSAY ON K9V 2A1
Brighton,WOODLAND ESTATES,,19-Jun-2020,171 WOODLAND ESTATE RD CAMPBELLFORD ON K0L 1L0
Cobourg,WOODLAWN TERRACE INN INC,,,420 DIVISION ST COBOURG ON K9A 3R9
Woodville,WOODVILLE CURLING CLUB,,,112 ARGYLE ST WOODVILLE ON K0M 2T0
Woodville,WOODVILLE ELDON COMMUNITY CENTRE,,,105 UNION ST WOODVILLE ON K0M 2T0
Woodville,WOODVILLE ELDON COMMUNITY CENTRE - REFRESHMENT STAND,,,105 UNION ST WOODVILLE ON K0M 2T0
Woodville,WOODVILLE ELEMENTARY SCHOOL,,,109 NAPPADALE ST WOODVILLE ON K0M 2T0
Woodville,WOODVILLE FOOD MARKET,,,99 KING ST WOODVILLE ON K0M 2T0
Woodville,WOODVILLE/ELDON CHRISTIAN FOOD BANK,,14-May-2020,100A KING ST WOODVILLE ON K0M 2T0
Campbellford,WORLD'S FINEST CHOCOLATE,,,157 COCKBURN ST CAMPBELLFORD ON K0L 1L0
Glamorgan,YMCA CAMP WANAKITA,,06-Aug-2020,1883 KOSHLONG LAKE RD HALIBURTON ON K0M 1S0
Glamorgan,YMCA CAMP WANAKITA,,06-Aug-2020,1883 KOSHLONG LAKE RD HALIBURTON ON K0M 1S0
Cobourg,YMCA CHILD CARE - COBOURG FOOD SAFETY,,20-Feb-2020,339 ELGIN ST W COBOURG ON K9A 4X5
Cobourg,YMCA CR GUMMOW CHILD CARE - BEFORE AND AFTER CARE,,,311 COTTISMORE COBOURG ON K9A 4E3
Brighton Township,YMCA SMITHFIELD PUBLIC SCHOOL,,,241 DREWERY ST BRIGHTON ON K0K 1H0
Brighton,YMCA SPRING VALLEY BEFORE AND AFTER CARE,,,212 COUNTRY RD 26 BRIGHTON ON K0K 1H0
Cobourg,YMCA TERRY FOX CHILD CARE CENTER,,20-Feb-2020,1065 RIDDELL AVE COBOURG ON K9A 5N4
Minden,YOGEN FRUZ,,14-Sep-2020,106 BOBCAYGEON RD MINDEN ON K0M 2K0
Cobourg,YORKIE'S BAR B Q,,23-Mar-2020,4060 CTY RD 45 COBOURG ON K9A 2M5
Cobourg,YOUNG CONVENIENCE,,14-Dec-2020,443 KING ST E COBOURG ON K9A 1M7
Lindsay,YOUR DOLLAR STORE WITH MORE,,,2A-401 KENT ST W LINDSAY ON K9V 4Z1
Lindsay,ZIGGY'S FISH & CHIP RESTAURANT,,,21 KENT ST W LINDSAY ON K9V 2X9
Fenelon Falls Village,ZIRALDO'S CASUAL AND FINE ITALIAN DINING,,05-Nov-2020,24 FRANCIS ST W FENELON FALLS ON K0M 1N0
